1140	(5.103717049180327, 46.27367814207651)
1141	(5.679885913978495, 45.81885268817203)
1142	(5.0744668539325835, 45.85737752808989)
1143	(6.119317450000007, 46.37205264999999)
1144	(4.99,46.3375)
1145	(5.215187566137564, 46.065636772486776)
1146	(4.900614264705885, 46.14391727941179)
1147	(5.293113216560508, 46.42420143312104)
1148	(5.645236642335767, 46.31347978102192)
1149	(5.374129450549452, 45.985360549450526)
1150	(5.3699690384615355, 46.22362682692308)
1151	(5.295287647058822, 46.06840720588238)
1152	(5.736847113402061, 46.223541649484545)
1153	(6.02268624161074, 46.315665100671126)
1154	(5.196248734177218, 46.34143740506327)
1155	(5.497225172413794, 45.95716712643677)
1156	(5.122865531914893, 45.90737680851065)
1157	(4.766631235955053, 46.0239075280899)
1158	(5.919221147540982, 46.162470901639345)
1159	(4.890609411764706, 46.33721052941176)
1160	(6.106802238805969, 46.25432)
1162	(5.740849661016947, 45.811773389830506)
1163	(5.187144705882349, 46.378325784313766)
1165	(4.824435523809523, 46.071930666666674)
1166	(4.776539795918367, 45.99210775510205)
1167	(4.833128690476191, 46.211864821428556)
1169	(4.801254117647058, 46.12253882352941)
1170	(5.549753734939759, 46.19140096385542)
1171	(5.618937540983605, 46.255557377049186)
1172	(5.4486111111111,46.310833333333)
1173	(6.047488189655172, 46.34358508620688)
1174	(5.787018139534882, 46.217934651162786)
1175	(4.955907898550725, 46.41542434782611)
1176	(5.675,46.033888888889)
1177	(5.438798764044943, 46.21523415730336)
1179	(4.853151352657005, 46.263813429951696)
1180	(6.11528294117647, 46.32917341176469)
1181	(5.618226964285713, 46.22358571428572)
1182	(5.5666666666667,45.712777777778)
1183	(4.786546136363639, 46.10445909090908)
1184	(5.426731241830064, 46.162525359477115)
1185	(5.572192010869564, 45.964660108695654)
1186	(5.535915751633986, 45.9053051633987)
1187	(5.677480000000001, 46.036290947075194)
1188	(4.893289463414635, 46.186238926829255)
1189	(5.769563367346944, 46.047714744897974)
1190	(5.569959009900992, 45.79163742574258)
1191	(5.523825636363637, 46.03986554545454)
1192	(5.555011548387094, 46.21680670967741)
1193	(5.639218240740738, 45.653658888888884)
1194	(4.760516346153847, 45.97899115384616)
1195	(5.314308524590161, 46.21828453551914)
1196	(5.111878873873876, 46.37024833333335)
1197	(5.33655846153846, 46.14725153846154)
1198	(5.102489916666668, 45.95155808333333)
1199	(5.41887612334802, 46.04619127753303)
1200	(5.489351758241758, 46.089693956043966)
1202	(5.341502298850571, 45.89487459770116)
1203	(4.89947013245033, 46.247156026490075)
1204	(5.691783986013985, 46.13961923076922)
1205	(5.839510206185571, 46.12819783505154)
1206	(5.539022359550562, 46.05707370786517)
1207	(4.977159565217394, 45.987971652173925)
1208	(5.77354690909091, 45.81343763636364)
1209	(5.87636744680851, 46.111214893617024)
1210	(5.924516288659792, 46.28966835051546)
1211	(5.198691212121217, 46.11625324675324)
1212	(5.148675642201834, 46.411605091743105)
1213	(5.2960704597701165, 45.929987241379315)
1214	(5.473551465517242, 46.16267396551725)
1215	(5.7665918750000005, 46.02503291666665)
1216	(5.53742748251748, 45.752178111888135)
1218	(5.73513985074627, 45.92883947761195)
1219	(5.525361094890513, 45.809677810218986)
1221	(5.668438695652173, 45.972324782608695)
1224	(5.205014186046512, 45.79233232558139)
1225	(4.778985185185185, 46.063368888888895)
1227	(5.712355867768596, 45.77925272727274)
1228	(5.53182906666667, 46.11885940000002)
1229	(5.140565294117648, 46.326033823529414)
1230	(5.104947312499998, 46.4296861875)
1231	(4.904208402777779, 46.361492569444465)
1232	(5.243228596491229, 46.349246390977385)
1233	(5.54501611111111, 45.77630638888888)
1234	(5.716566161616162, 45.80128434343436)
1235	(5.070929651162791, 46.05259191860466)
1236	(5.065496970954355, 46.340699460580915)
1237	(5.614612808988764, 46.20620078651687)
1238	(4.831476999999999, 45.909556749999986)
1239	(5.755664795918368, 45.75421040816327)
1240	(5.528035150214593, 46.246085579399164)
1241	(5.329121623931622, 46.24784205128204)
1242	(5.4413780303030315, 46.06497484848484)
1243	(4.763769122807018, 46.04763894736841)
1244	(5.196108965517243, 45.91256758620688)
1245	(5.3784070731707345, 46.142560829268284)
1246	(5.0485121111111155, 46.24171292592597)
1247	(6.001461911357345, 46.3587768698061)
1248	(4.931471517857145, 45.900122410714275)
1249	(4.93931904109589, 45.84124438356164)
1250	(4.806633055555556, 45.97842055555554)
1252	(4.826045747126437, 46.14272862068966)
1254	(5.278668848484851, 46.17031072727274)
1255	(5.462665731707318, 45.80068524390243)
1257	(5.7949802197802205, 46.16909747252747)
1258	(4.803254909090907, 46.10100527272727)
1259	(5.1123139354838685, 46.219900451612915)
1260	(5.065356976744188, 45.925398953488376)
1261	(4.942311647058823, 45.963843882352926)
1262	(5.025737993079585, 45.891905259515596)
1263	(4.759991785714285, 46.0849617857143)
1264	(5.119360102040816, 46.18570020408164)
1265	(5.5894499065420575, 46.1768108411215)
1266	(5.110980490797544, 46.32555895705522)
1267	(5.523058918918918, 46.18647360360362)
1268	(5.654064216867471, 45.64198289156627)
1269	(5.608350588235292, 46.15541764705882)
1271	(5.7572222222222,45.728055555556)
1272	(5.007005820895521, 46.15857711442787)
1273	(5.369456599999999, 46.09326285)
1274	(5.634967283950617, 46.13264728395061)
1275	(4.929173026315789, 45.82260052631579)
1276	(5.059462444444445, 45.82314800000001)
1277	(5.459688478260869, 46.00106355072464)
1279	(5.474600898876402, 45.96494573033709)
1280	(5.540286400000001, 45.83268056000002)
1281	(6.094741382978722, 46.275792127659585)
1282	(5.552251868131866, 46.06756769230772)
1283	(5.637634655172417, 46.26845471264368)
1284	(4.914415116279069, 46.38681127906978)
1285	(4.831327916666666, 45.91995104166666)
1286	(5.745638487394959, 45.735421680672246)
1288	(5.930718888888887, 46.18695894444444)
1289	(5.211300430107525, 46.1697198924731)
1290	(5.175449517241381, 45.88580772413792)
1291	(4.970283505747128, 46.24887068965517)
1292	(5.6636111111111,46.0325)
1293	(5.511225588235293, 46.14735705882352)
1294	(5.678482705882354, 45.67928776470588)
1295	(4.823572524271846, 46.124812815533986)
1296	(5.2729334539473705, 46.38780884868422)
1297	(5.090442536231885, 45.885806376811615)
1298	(5.72276505050505, 46.1845596969697)
1299	(5.093232108843539, 46.02320455782313)
1300	(5.6955555555556,46.144166666667)
1301	(5.137395905797103, 46.24678340579711)
1302	(5.7492647916666675, 45.79210541666668)
1303	(5.416887885714286, 46.08846091428571)
1304	(5.347245039999997, 46.056654400000006)
1305	(4.93111488095238, 46.439337440476194)
1306	(4.883116842105261, 46.263302763157895)
1307	(5.5769536764705885, 46.157693823529414)
1308	(5.947341809523813, 46.14814742857142)
1309	(5.425278823529411, 46.32487872549019)
1310	(5.644822439024388, 45.68328398373986)
1311	(5.5635925454545445, 45.87401209090907)
1312	(5.3855555555556,46.323055555556)
1313	(6.073103803680982, 46.260051595092015)
1314	(5.281350560000001, 46.022450639999995)
1316	(5.6491666666667,45.821111111111)
1317	(5.357453555555556, 46.191196111111104)
1318	(4.867459814814815, 45.97103185185185)
1319	(4.941509710144929, 46.08011028985504)
1320	(4.883352671232877, 46.308020479452026)
1321	(5.335669696969698, 46.163379090909096)
1322	(4.831466790123455, 45.937064814814846)
1323	(4.911767830188679, 46.43155575471698)
1325	(5.171013529411767, 45.95258093137256)
1328	(5.018102926829268, 46.12113156097558)
1329	(5.590109538461536, 45.83486969230768)
1330	(5.6644216666666685, 46.003381777777776)
1331	(5.454943488372093, 46.09774837209303)
1332	(4.914896410256409, 46.29924897435898)
1333	(4.951116917293234, 45.922975488721804)
1334	(4.905216823529411, 46.21086023529411)
1335	(5.080101532258064, 46.113870000000006)
1336	(5.142272811244981, 46.15003497991969)
1337	(4.956586350000003, 46.448068649999975)
1338	(5.5765473972602715, 45.69792198630139)
1339	(4.7452465306122456, 45.9492406122449)
1340	(5.6352777777778,45.699444444444)
1341	(5.728850617283948, 45.784561851851855)
1342	(5.047208596491229, 45.897845175438576)
1343	(4.965713865979381, 46.27366670103091)
1344	(5.179891638418079, 46.211603954802236)
1345	(5.323766612903225, 45.94942241935484)
1346	(5.054805940170935, 46.308059658119674)
1347	(4.774405744680851, 45.956260851063846)
1348	(4.820066327683619, 46.184645197740096)
1349	(5.154040857142857, 45.93270892857141)
1350	(5.289164843750004, 46.27508734375)
1351	(4.873138909952606, 46.14400454976301)
1352	(5.009435370370373, 46.40371314814815)
1353	(4.791934545454544, 45.9710912121212)
1354	(6.033802960893852, 46.25531061452515)
1355	(5.0131868354430384, 46.28185601265824)
1356	(5.029479357798165, 46.10366440366973)
1357	(5.7397023178807975, 46.18433781456954)
1358	(5.619594265734265, 45.7657465034965)
1359	(5.056079883720929, 46.07776645348836)
1360	(5.948540895522387, 46.21356753731345)
1361	(5.205868955223883, 45.842411791044775)
1362	(4.908435813953488, 45.95559697674419)
1363	(5.3838333333333335, 46.031344444444436)
1364	(5.060831694352163, 46.39631568106309)
1365	(4.926397625000003, 46.265496750000004)
1366	(5.28701, 45.89051884615385)
1367	(5.106596108108106, 46.397460054054044)
1368	(4.959701055900622, 46.2050047826087)
1369	(5.285453846153848, 46.19257817307693)
1370	(4.840687647058823, 46.30559999999999)
1371	(4.98802552238806, 45.949043432835815)
1372	(5.679008499999998, 45.848407999999985)
1373	(5.560718805970152, 46.13791208955224)
1374	(5.336360287356321, 46.10578908045978)
1375	(5.124848392857141, 46.289546964285705)
1376	(4.975011649484534, 45.840060824742245)
1378	(5.171923934426231, 45.81625868852458)
1379	(5.2739736448598125, 45.95909158878506)
1380	(5.177163782894738, 46.45552424342106)
1381	(5.144834535519126, 46.05662191256829)
1382	(4.934959747899159, 46.015482100840345)
1383	(5.132343148936166, 46.094532553191456)
1384	(5.44212986725664, 45.95194831858408)
1385	(5.167114841269843, 46.182723015873016)
1386	(5.376459249999998, 45.88902216666667)
1387	(5.042824761904762, 46.320560833333346)
1388	(5.066552944162438, 46.45827512690356)
1389	(4.902326150943395, 46.05821679245282)
1390	(5.2759490625, 45.83187593750002)
1391	(5.344440955414015, 46.36444401273886)
1392	(5.5903228481012714, 46.26925094936709)
1393	(4.978229182156132, 46.06904535315985)
1396	(5.409209753086421, 45.865623209876546)
1397	(6.113184363636363, 46.31267472727274)
1398	(4.865533982300884, 46.00049097345132)
1399	(6.07075620689655, 46.29180965517242)
1400	(5.503697222222222, 45.79491759259259)
1401	(6.005902314814817, 46.25531027777778)
1402	(4.973560492610836, 46.498769901477836)
1403	(5.44787, 45.8116946153846)
1404	(5.451000202020204, 46.147635353535364)
1405	(5.177888317307689, 46.137318124999986)
1406	(5.060273740458017, 46.43491145038167)
1407	(5.828030909090909, 45.95024666666666)
1408	(5.427190894308944, 46.23527455284553)
1409	(5.7022222222222,45.973333333333)
1410	(5.507422295081964, 46.22298057377048)
1411	(5.429925909090912, 45.87654414772725)
1412	(4.95645651933702, 46.174911823204425)
1413	(5.797764078947369, 46.03215631578948)
1414	(5.653393870967743, 45.92185180645163)
1415	(5.717729469026553, 45.86508053097346)
1416	(5.517043987730063, 45.92180742331289)
1417	(5.593729136690647, 45.897281007194245)
1418	(5.016079230769232, 45.81973923076925)
1419	(5.978896708860758, 46.233555379746846)
1420	(4.7982266666666655, 46.17017523809522)
1421	(5.405148846153848, 45.92410528846156)
1422	(5.301319146341464, 46.137566707317056)
1423	(4.8286555, 45.956008499999996)
1424	(4.973281518987343, 45.874836582278476)
1425	(5.2578652517985605, 46.094276402877696)
1426	(5.360478297213628, 46.274023931888514)
1427	(4.764860757575759, 45.94415424242423)
1428	(4.864673906249999, 46.11800218749999)
1429	(5.0821384659090905, 46.21927494318183)
1430	(5.286259107142857, 46.045974285714294)
1431	(5.363982076923076, 45.91921169230768)
1432	(5.347301338582677, 46.34375157480314)
1433	(5.105043899371072, 46.485904779874225)
1434	(5.11586318681319, 45.98437873626375)
1435	(6.106745402298853, 46.301304482758646)
1436	(6.0793977647058846, 46.365838588235306)
1437	(5.025598639455783, 46.47777380952383)
1439	(4.864090434782607, 46.35654086956521)
1441	(5.546808106508874, 46.08600923076923)
1442	(5.691481840000001, 45.889037519999995)
1443	(5.040548066298342, 45.99901502762428)
1444	(5.446613355704698, 45.85457302013421)
1445	(5.310207612456744, 46.34603809688581)
1446	(4.856910776699032, 46.03206563106795)
1447	(5.392541818181817, 46.18968768595042)
1448	(5.765116307692306, 46.09388084615385)
1449	(5.251794451219514, 46.01374768292683)
1450	(5.2231474218750025, 45.93569382812499)
1451	(5.2226111527377554, 46.251524322766585)
1452	(5.6524917187499994, 45.84868500000001)
1453	(5.733180322580644, 45.90568599078339)
1454	(5.712194423076925, 45.72840221153846)
1456	(5.725457252747254, 45.81341219780218)
1457	(4.99579929245283, 46.215270849056594)
2001	(3.180024857142857, 49.59674752380951)
2002	(3.392910714285714, 49.69162418367344)
2003	(3.421171463414633, 49.35099975609757)
2004	(3.964145338983051, 49.71930610169492)
2005	(3.97606717647059, 49.39797941176472)
2006	(3.508558389830508, 49.93147203389829)
2007	(3.820121216216217, 49.48758729729731)
2008	(3.506421020408163, 49.43920061224492)
2009	(3.372965416666667, 49.76562591666667)
2010	(3.453099746835445, 49.46373493670888)
2011	(3.186971298701299, 49.37396922077923)
2012	(3.4017203030303036, 49.31856121212121)
2013	(3.9228883582089558, 49.49602552238805)
2014	(3.2961910476190477, 49.623493999999965)
2015	(3.2063313924050623, 49.22228227848104)
2016	(3.3680562711864397, 49.64126796610169)
2017	(3.422461249999999, 49.69242145833335)
2018	(3.4368411827956984, 49.503578440860245)
2019	(3.1749291011235954, 49.713094494382034)
2020	(4.213785444444446, 49.88561644444444)
2021	(4.120664174757282, 49.7450090291262)
2022	(3.4730253691275172, 49.25601161073824)
2023	(3.387403902439025, 49.17445609756097)
2024	(3.7619894642857146, 49.49925410714286)
2025	(3.196750000000001, 49.76280340206185)
2026	(3.5527777777778,48.929166666667)
2027	(3.556170958904111, 49.68188191780822)
2028	(3.6897718032786866, 49.57599852459015)
2029	(3.1507606134969324, 49.85851460122698)
2030	(3.2620054761904758, 50.02423071428573)
2031	(4.186032567567567, 49.82572851351352)
2032	(3.1166939130434774, 49.77497195652174)
2033	(3.794715111111111, 49.49646488888887)
2034	(3.127652613636364, 49.479294204545475)
2035	(3.6311431999999995, 49.86778749999999)
2036	(3.514362133333333, 49.342887200000014)
2037	(3.611578873239435, 49.616799295774626)
2038	(4.224490666666665, 49.75907788888887)
2039	(3.7865328865979384, 49.70323288659794)
2040	(3.8580735714285708, 49.90111714285714)
2041	(3.234954444444444, 49.58690952380954)
2042	(3.3564532432432435, 49.00308405405406)
2043	(3.2775655263157892, 49.45701473684209)
2044	(4.035947857142857, 49.79854214285714)
2046	(3.6579627358490545, 49.62203292452831)
2047	(3.644407749999999, 49.643607749999994)
2048	(3.6873561386138602, 49.67057089108911)
2049	(3.3370458100558658, 49.58161558659219)
2050	(3.748821238938054, 50.03867884955754)
2051	(3.5583081000000005, 49.096863599999985)
2052	(3.3879818421052628, 49.52919631578947)
2053	(3.607297039473687, 49.00022368421049)
2054	(3.6131138410596035, 49.30442754966887)
2055	(4.147984696969695, 49.822525757575775)
2056	(3.132652405063291, 49.6931506329114)
2057	(3.3237245522388053, 49.991178358208934)
2058	(3.756671870967741, 49.40297948387098)
2059	(3.3374484403669724, 49.64711119266053)
2060	(3.0980542519685046, 49.834191102362205)
2061	(3.463951707317073, 50.016260243902444)
2062	(3.297616000000001, 49.08286385714285)
2063	(3.243523623188405, 49.92569565217391)
2064	(3.3391223076923073, 49.35746512820512)
2065	(3.2309020000000013, 49.95638199999996)
2066	(3.3115779268292687, 49.75333756097561)
2067	(3.7101885815602826, 50.03028645390073)
2068	(3.7536629032258055, 49.78002580645162)
2069	(4.1167171428571425, 49.6655680952381)
2070	(3.4945160169491536, 49.87926101694918)
2071	(3.14982637254902, 49.41561470588236)
2072	(3.8463012244897965, 49.48645959183674)
2073	(3.8879704137931026, 49.41086627586207)
2074	(3.400252035398231, 49.62550761061946)
2075	(3.3750153086419745, 49.777761234567905)
2076	(4.006110363636363, 49.39389127272728)
2077	(3.305938910891088, 49.32232673267326)
2078	(3.1624933333333356, 49.535708974358975)
2079	(4.123207166666666, 49.81951933333334)
2080	(3.57336857142857, 49.59139909090911)
2081	(3.1432857142857134, 49.62835612244898)
2082	(3.416632916666666, 49.225367291666664)
2083	(3.491258688524589, 49.1282054918033)
2084	(3.223904062499999, 49.008685)
2085	(3.407351294117648, 49.106202941176484)
2086	(3.2128658227848113, 49.57989151898736)
2087	(3.266012352941177, 49.451885686274494)
2088	(3.7170403225806448, 49.49144935483871)
2089	(3.381573703703703, 49.35652666666666)
2090	(3.294438902439025, 49.22471841463414)
2091	(3.6698453125000006, 49.337870624999994)
2093	(3.1594041791044756, 49.51465074626866)
2094	(3.4573719444444446, 49.02927972222221)
2095	(3.4632041379310348, 49.987231655172394)
2096	(3.653157424242425, 49.740859242424236)
2097	(3.9543927272727264, 49.620752272727266)
2098	(3.3460331034482764, 49.00941862068966)
2099	(3.332000638297872, 49.12676127659574)
2100	(3.2211744155844153, 49.99115454545454)
2101	(3.86965011235955, 49.73624820224716)
2102	(3.755395607476635, 49.46037766355141)
2103	(3.7060952554744535, 50.01104795620437)
2104	(3.8479507692307693, 49.37538861538465)
2105	(3.3146791836734693, 49.06541816326529)
2106	(3.659910625, 49.40344395833335)
2107	(3.158156236559141, 49.54314365591397)
2108	(3.5398417460317457, 49.52716920634921)
2109	(3.9619238372093006, 49.88304255813954)
2110	(3.5334331159420276, 49.34614311594201)
2111	(3.4119144444444442, 49.51747761904763)
2112	(3.396756486486485, 49.981257702702706)
2114	(3.4130252112676067, 49.057569014084514)
2115	(3.6123421153846156, 49.43528384615384)
2116	(3.9626309859154927, 49.767525633802826)
2117	(3.1430436734693883, 49.77589102040816)
2118	(3.3779617500000008, 49.42401925000001)
2119	(3.4225538095238104, 49.13770158730159)
2120	(3.5467283333333337, 49.36588299999998)
2121	(3.345201076923077, 49.185770923076916)
2122	(3.4744362903225787, 49.598835161290324)
2123	(3.391033916083917, 49.72380713286714)
2124	(3.391085472972974, 49.74565567567568)
2125	(3.147326808510639, 49.10738053191487)
2126	(4.190428644067796, 49.76932084745764)
2127	(3.443864852941177, 49.19812955882353)
2128	(3.669320247933884, 49.51804487603303)
2129	(3.5662574712643687, 49.261855287356305)
2130	(4.091859657534247, 49.8655743150685)
2131	(3.3935013750000005, 49.38610874999998)
2132	(3.492320105263158, 49.57892736842106)
2133	(3.9012453658536597, 49.649594512195115)
2134	(4.0591857142857135, 49.90832306122449)
2135	(3.834423496503497, 49.95867923076922)
2136	(3.907956, 49.773967727272776)
2137	(3.2509442105263164, 49.08462565789473)
2138	(3.348253333333334, 49.310936666666684)
2139	(3.123351086956521, 49.61756173913042)
2140	(3.1296397345132765, 49.52152486725663)
2141	(3.9068597938144323, 49.972031958762884)
2142	(3.251195555555555, 49.80331333333334)
2143	(3.243098749999999, 50.000943125000006)
2144	(3.109737346938775, 49.86211659863946)
2145	(3.1713755844155846, 49.638674545454556)
2146	(3.5722243243243237, 49.01459675675677)
2147	(3.4661111111111,48.864722222222)
2148	(3.4688614864864853, 49.41821040540541)
2149	(3.333928507462686, 49.7659098507463)
2150	(3.681395797101449, 49.453337681159425)
2151	(3.5456022222222234, 49.576259777777764)
2152	(3.517332753623187, 49.324489565217384)
2153	(3.5003141891891887, 49.55991391891893)
2154	(3.39324557377049, 49.300216311475396)
2155	(3.5243339583333335, 49.50798520833334)
2156	(3.6490988135593216, 49.67440050847458)
2157	(3.665420985915493, 49.59768000000002)
2158	(3.668950641025642, 49.47239256410257)
2159	(3.2595117910447766, 49.53978111940301)
2160	(3.990382444444444, 49.7062654074074)
2161	(3.6355555555556,49.022777777778)
2162	(3.372178363636364, 48.950612909090914)
2163	(3.289633225806452, 48.97606602150538)
2164	(3.548271764705884, 49.10832911764709)
2165	(3.38446469387755, 49.6526887755102)
2166	(3.5043587671232888, 49.090118356164375)
2167	(3.4911362580645178, 49.37698929032259)
2168	(3.386512289156627, 49.05572361445782)
2169	(3.6978932231404955, 49.75867057851242)
2170	(3.4189377049180325, 49.79259508196723)
2171	(3.792028539325843, 49.39659775280898)
2172	(3.250768378378378, 49.31183648648649)
2173	(3.2210667586206894, 49.61511255172414)
2174	(3.519880793650794, 49.481964126984124)
2175	(3.3071288000000005, 49.423119199999995)
2176	(3.562726346153845, 49.40843057692307)
2177	(3.6895114285714277, 49.5158007142857)
2178	(3.7159825688073376, 49.463324495412856)
2179	(3.606940388349515, 49.25774330097086)
2180	(3.592950923076924, 49.6469136923077)
2181	(4.099612844827587, 49.72365336206896)
2182	(3.7356875000000005, 49.81825671874999)
2183	(3.5953067346938767, 49.46714755102042)
2184	(3.590127987012986, 49.76469954545456)
2185	(3.1601653999999995, 49.13405533333333)
2186	(3.384203831775702, 48.98329)
2187	(3.4356235714285726, 49.03607696428571)
2188	(3.772567417840376, 49.9287304225352)
2189	(3.8525981481481475, 49.62427851851852)
2190	(3.4322877419354842, 49.40032451612904)
2191	(3.5881581967213125, 49.531508360655735)
2192	(3.2396627777777773, 49.21151158119657)
2193	(3.5980371212121214, 49.162653636363636)
2194	(3.832717407407407, 49.7430087037037)
2195	(3.4780583647798746, 49.3809976100629)
2196	(3.5654677192982454, 49.55239526315789)
2197	(3.979876470588235, 49.96407226890757)
2198	(3.3688212195121956, 49.42797707317073)
2199	(3.2254240000000003, 49.750332857142865)
2200	(3.9427330232558133, 49.661137209302325)
2201	(3.151749711538462, 49.325733076923065)
2203	(3.4461209782608715, 49.155148695652166)
2204	(4.089056290322581, 49.789859354838704)
2205	(3.631885421686747, 49.47078650602408)
2206	(3.7112717021276596, 49.85721957446809)
2207	(3.151871607142858, 49.64142142857143)
2208	(3.7817560139860125, 49.379649370629394)
2209	(3.5634207272727267, 48.999891818181815)
2210	(3.470967532467531, 49.394937532467516)
2211	(3.941152399999999, 49.415318000000006)
2212	(3.2786424444444453, 49.62874744444447)
2213	(3.529689482758621, 49.03610120689657)
2214	(3.233424691358024, 49.79024851851854)
2215	(3.8155698913043476, 49.463493369565214)
2216	(3.2043091111111126, 49.253456888888884)
2217	(3.3240505617977525, 49.51690303370787)
2218	(3.7754366216216217, 49.554472702702704)
